SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Predicted_Churn,CustomerID
0,1,0,4.127134385045092,1,1,0,1,0,0,1,1,1,4.625462889255854,1,0,0,1,0,0,0,0,1095-WGNGG
0,0,0,3.1354942159291497,1,1,0,1,0,0,1,1,1,4.621535540074356,1,0,0,0,0,1,0,0,7392-YYPYJ
1,0,0,2.1972245773362196,1,0,0,1,0,0,1,0,1,4.478472532942134,1,0,0,0,0,1,0,0,4884-ZTHVF
0,0,0,1.0986122886681098,1,0,0,0,0,0,0,0,0,3.836221292011864,0,0,0,0,0,1,0,0,0322-CHQRU
0,1,1,4.290459441148391,1,1,1,1,1,1,1,0,0,4.422448549172797,0,0,0,1,0,0,0,0,3071-MVJCD
0,1,0,4.290459441148391,1,1,0,0,0,0,0,0,1,3.295836866004329,0,1,0,1,0,0,1,0,6917-FIJHC
0,1,0,3.4011973816621555,1,0,0,0,0,0,0,0,1,3.022860940942244,0,1,0,1,0,0,1,0,0559-CKHUS
0,1,0,3.091042453358316,0,0,1,0,0,0,0,0,0,3.3843902633457743,0,0,0,0,0,1,0,0,0668-OGMHD
1,0,0,3.8066624897703196,1,0,0,0,1,1,1,1,0,4.328757705794541,0,0,1,0,0,0,0,0,0134-XWXCE
0,1,1,4.290459441148391,1,1,1,1,1,1,0,1,1,4.662495252607361,1,0,0,1,1,0,0,0,2984-TBYKU
0,1,0,4.110873864173311,1,0,1,1,0,1,0,0,0,4.108411819433536,0,0,0,1,0,0,0,0,9372-TXXPS
0,0,1,1.791759469228055,1,0,0,0,0,1,0,0,1,3.9512437185814275,0,0,0,0,0,0,1,0,4256-ZWTZI
0,1,1,4.219507705176107,1,1,1,0,0,0,1,1,1,4.33729074083249,0,0,0,1,0,1,0,0,8311-UEUAB
0,0,0,1.0986122886681098,1,0,0,0,0,0,0,0,1,4.26689632742025,1,0,0,0,0,1,0,0,9717-QEBGU
0,0,0,4.1588830833596715,1,1,1,1,1,0,1,1,0,4.693638833975699,1,0,0,0,1,0,0,0,1110-KYLGQ
0,0,0,1.791759469228055,1,0,0,0,0,0,0,1,0,4.378896741664954,1,0,0,0,0,0,1,0,6175-IRFIT
1,0,0,3.6375861597263857,1,1,1,1,0,0,1,1,1,4.6798137289838575,1,0,0,0,0,0,0,0,9710-ZUSHQ
0,1,1,4.276666119016055,1,0,0,0,0,0,0,0,0,3.0301337002713233,0,1,0,1,1,0,0,0,4086-WITJG
1,1,0,4.110873864173311,1,1,0,0,0,1,1,1,1,4.605170185988092,1,0,0,0,0,1,0,0,2277-DJJDL
0,1,0,3.1354942159291497,1,1,1,0,0,1,1,0,0,4.5736795188967205,1,0,0,0,1,0,0,0,6234-PFPXL
1,1,0,4.060443010546419,1,1,0,1,1,0,0,1,1,4.566948973167894,1,0,0,0,0,0,0,0,3207-OYBWH
0,1,0,3.970291913552122,1,1,1,1,1,1,0,1,1,4.411585436915426,0,0,1,0,1,0,0,0,0254-KCJGT
0,1,0,1.0986122886681098,1,0,0,0,0,0,0,0,0,3.0492730404820207,0,1,0,0,0,0,0,0,7017-VFULY
0,0,0,3.828641396489095,1,0,1,0,1,1,1,1,0,4.4146148242670336,0,0,0,1,0,0,0,0,8345-MVDYC
0,1,0,0.6931471805599453,1,0,1,0,0,0,1,1,1,4.564348191467836,1,0,0,0,0,1,0,0,0684-AOSIH
0,0,0,3.1780538303479458,1,1,0,0,0,0,0,0,1,4.330075229041782,1,0,0,0,0,1,0,0,3858-VOBET
1,1,0,3.8918202981106265,1,1,0,0,1,0,0,1,1,4.522331907679087,1,0,0,0,1,0,0,0,2573-GYRUU
0,0,1,3.912023005428146,1,0,0,0,0,0,0,0,0,3.017982882488811,0,1,1,0,1,0,0,0,2821-WARNZ
0,1,1,4.1588830833596715,1,0,1,1,1,1,1,0,0,4.337944122103693,0,0,0,1,1,0,0,0,3795-GWTRD
0,1,1,4.2626798770413155,1,1,0,1,1,1,1,1,1,4.443827035579329,0,0,0,1,0,1,0,0,9530-GRMJG
0,0,0,3.58351893845611,1,1,0,0,0,0,1,0,0,4.432600920636815,1,0,0,0,0,1,0,0,9450-TRJUU
1,1,0,3.6635616461296463,1,1,0,1,1,0,1,1,1,4.640537329825382,1,0,0,0,0,1,0,0,2439-LYPMQ
0,1,1,3.8501476017100584,0,0,1,1,0,0,0,0,0,3.584906863730958,0,0,0,0,0,0,0,0,8741-LQOBK
0,0,0,4.110873864173311,1,0,1,0,1,1,1,1,0,4.382026634673881,0,0,1,0,0,0,1,0,8782-NUUOL
1,0,0,2.995732273553991,1,1,0,0,1,0,0,0,1,4.392595586023115,1,0,0,0,0,1,0,0,4283-FUTGF
1,0,0,3.044522437723423,1,1,0,1,1,0,0,1,1,4.554928969551344,1,0,0,0,0,1,0,0,5609-CEBID
0,1,1,4.276666119016055,1,1,1,1,1,1,1,1,1,4.51688527112052,0,0,0,1,1,0,0,0,3508-VLHCZ
0,0,0,3.2188758248682006,1,0,0,0,0,0,0,0,1,3.022860940942244,0,1,0,1,0,0,0,0,0164-XAIRP
0,1,0,3.784189633918261,1,0,0,0,0,0,1,0,1,4.04917284357538,0,0,1,0,0,0,1,0,6968-URWQU
1,0,0,1.0986122886681098,1,0,0,0,0,0,0,0,0,4.273187854639731,1,0,0,0,0,1,0,0,0685-MLYYM
0,0,0,4.276666119016055,1,1,0,1,0,0,0,0,1,4.382651439442724,1,0,1,0,1,0,0,0,8231-BSWXX
0,0,0,3.044522437723423,1,0,0,0,0,0,0,0,1,3.0252910757955354,0,1,0,0,1,0,0,0,8457-XIGKN
1,1,0,3.8501476017100584,1,1,0,0,1,0,1,1,1,4.603669059861824,1,0,0,0,0,1,0,0,1751-NCDLI
0,1,1,3.970291913552122,1,1,0,1,1,0,1,0,1,4.571613402459248,1,0,1,0,1,0,0,0,5473-KHBPS
0,0,0,0.6931471805599453,1,0,1,0,0,1,0,0,1,4.006423680849631,0,0,0,0,0,1,0,0,9732-KPKBW
0,1,1,4.110873864173311,1,1,1,0,1,1,1,1,1,4.71492104994721,1,0,0,1,0,1,0,0,6993-YCOBK
0,0,1,0.0,1,0,0,0,0,0,0,0,0,3.056356895370426,0,1,0,1,0,0,1,0,3115-CZMZD
0,1,1,4.276666119016055,1,0,0,0,0,0,0,0,0,3.0373539482448106,0,1,0,1,0,0,0,0,4817-KEQSP
0,1,0,4.1588830833596715,1,1,0,0,0,1,0,0,1,4.409155302062135,1,0,1,0,1,0,0,0,7997-EASSD
0,1,1,2.995732273553991,1,1,0,0,0,0,0,0,0,3.933784497209659,0,0,0,0,1,0,0,0,3097-IDVPU
0,1,0,4.174387269895637,1,1,0,1,0,1,1,1,1,4.667205576907544,1,0,0,1,0,0,0,0,9586-JGQKH
0,0,0,3.4657359027997265,1,0,0,0,1,1,1,1,0,4.609660091260944,1,0,0,1,0,0,0,0,7954-MLBUN
0,1,0,4.174387269895637,1,1,0,1,1,1,1,0,1,4.345103280569283,0,0,0,1,0,0,0,0,2612-PHGOX
0,0,0,3.58351893845611,1,1,1,1,1,1,0,0,1,4.582413198865475,1,0,0,0,0,0,1,0,8547-NSBBO
0,1,1,4.219507705176107,1,1,0,0,0,0,0,0,1,3.254242968705492,0,1,0,1,0,0,1,0,3967-VQOGC
0,0,1,3.1780538303479458,0,0,1,0,1,1,0,0,0,3.716008121502189,0,0,0,1,0,0,1,0,2335-GSODA
0,1,0,3.828641396489095,1,0,1,1,1,0,1,1,0,4.379523504455763,0,0,1,0,0,0,0,0,7838-LAZFO
0,0,0,0.6931471805599453,1,0,0,1,0,0,0,0,1,3.9464244321454784,0,0,0,0,0,1,0,0,4317-VTEOA
0,1,1,3.5263605246161616,1,0,0,0,0,0,0,0,0,3.0349529867072724,0,1,0,1,1,0,0,0,2729-VNVAP
0,0,1,0.6931471805599453,1,1,0,0,0,0,0,0,1,3.9328055446106744,0,0,0,0,0,1,0,0,8445-DNBAE
0,0,1,3.58351893845611,1,1,0,0,0,0,0,0,0,3.9347624923976356,0,0,0,0,0,0,1,0,4422-QVIJA
1,1,0,3.9318256327243257,1,1,0,1,1,0,1,0,1,4.564868889214566,1,0,0,0,0,1,0,0,5889-JTMUL
0,0,1,3.784189633918261,1,1,0,0,0,0,0,0,1,3.261935314328648,0,1,0,1,0,1,0,0,0057-QBUQH
0,1,1,3.6888794541139363,1,0,1,0,0,0,0,0,0,3.952204795060978,0,0,0,0,1,0,0,0,1452-XRSJV
1,0,0,3.295836866004329,1,1,0,0,0,1,0,1,1,4.205438609727688,0,0,0,0,0,1,0,0,8623-ULFNQ
0,1,1,4.02535169073515,1,1,1,1,0,1,0,1,1,4.340553386467307,0,0,1,0,0,0,0,0,4877-TSOFF
0,1,0,2.833213344056216,1,1,0,0,0,0,1,0,1,4.453765731828859,1,0,0,0,0,1,0,0,6127-ISGTU
0,0,0,3.6109179126442243,1,0,0,0,1,1,0,1,1,4.4835673642288425,1,0,0,0,0,1,0,0,6711-VTNRE
0,1,0,3.332204510175204,1,1,1,0,0,1,1,1,0,4.404888303817144,0,0,1,0,0,0,1,0,7336-RLLRH
1,0,0,4.219507705176107,1,0,1,1,0,1,1,1,1,4.663910681010692,1,0,0,1,0,1,0,0,6734-FQAJX
0,0,0,4.23410650459726,1,1,1,1,1,0,0,1,1,4.635699391022914,1,0,0,1,0,0,0,0,6999-CHVCF
0,0,0,1.0986122886681098,1,1,0,0,0,0,0,0,1,4.3294166844015844,1,0,0,0,0,0,1,0,6856-RAURS
0,1,0,4.219507705176107,1,1,0,1,1,1,1,1,1,4.706823839714591,1,0,1,0,1,0,0,0,1360-XFJMR
0,0,0,4.290459441148391,1,1,1,1,1,1,1,1,0,4.494797128506721,0,0,0,1,1,0,0,0,7873-CVMAW
0,1,1,2.5649493574615367,1,0,0,0,0,0,0,0,0,2.995732273553991,0,1,0,0,0,0,1,0,1218-VKFPE
0,1,0,4.1588830833596715,1,0,1,1,0,1,1,0,0,4.273884476054178,0,0,1,0,1,0,0,0,6685-GBWJZ
0,1,0,4.110873864173311,0,0,1,1,0,1,0,0,0,3.655839600035736,0,0,0,1,0,0,0,0,4940-KHCWD
0,1,1,3.332204510175204,0,0,0,1,1,0,0,1,1,3.846951008684431,0,0,1,0,1,0,0,0,2212-LYASK
1,0,0,3.044522437723423,1,1,0,0,1,0,1,1,1,4.6006600305102054,1,0,0,0,0,1,0,0,6683-VLCTZ
0,0,0,4.110873864173311,1,0,1,1,1,0,0,0,0,4.133565275375382,0,0,0,1,0,1,0,0,1699-UOTXU
0,0,0,1.3862943611198906,1,1,0,0,1,0,1,1,1,4.624482497020464,1,0,0,0,0,1,0,0,6023-YEBUP
0,0,0,1.0986122886681098,1,1,0,0,0,0,0,0,0,3.2523106009544382,0,1,0,0,0,0,1,0,8713-IGZSO
0,0,0,3.5553480614894135,1,1,1,1,0,1,0,0,1,4.180522258463153,0,0,1,0,0,0,1,0,0866-QLSIR
0,0,0,4.219507705176107,0,0,1,0,1,1,1,0,1,3.9189986191645714,0,0,1,0,0,0,0,0,4702-HDRKD
0,1,1,2.833213344056216,1,0,0,0,0,0,0,0,0,3.0325462466767075,0,1,0,0,0,1,0,0,3181-MIZBN
0,1,1,3.8501476017100584,1,0,1,0,1,1,1,1,0,4.406719247264253,0,0,0,1,0,0,1,0,5751-USDBL
0,1,1,4.04305126783455,1,1,1,0,0,0,1,0,0,4.192680462942962,0,0,1,0,0,0,0,0,5127-BZENZ
0,1,0,4.174387269895637,1,1,0,1,0,1,0,1,1,4.264790324535862,0,0,1,0,0,0,1,0,9289-LBQVU
1,0,0,3.9318256327243257,1,1,1,1,0,0,1,0,1,4.267597343922845,0,0,0,0,0,0,0,0,4726-DLWQN
0,0,0,3.6375861597263857,1,1,1,1,1,0,0,0,0,4.523960130562548,1,0,0,0,0,0,0,0,0365-TRTPY
0,0,0,4.23410650459726,1,1,1,1,0,1,1,1,0,4.711779921046349,1,0,0,1,1,0,0,0,1936-UAFEH
0,0,1,3.6888794541139363,0,0,1,0,0,1,1,0,0,3.829727762701316,0,0,1,0,0,0,0,0,7338-ERIVA
0,1,1,2.3978952727983707,1,0,0,0,0,0,0,0,0,3.0516399054922867,0,1,0,1,0,0,1,0,1494-EJZDW
0,0,1,0.6931471805599453,1,0,0,0,0,0,0,0,0,4.259152536523347,1,0,0,0,0,0,0,0,1084-UQCHV
1,1,0,4.1588830833596715,1,1,1,1,1,0,1,1,0,4.695924549256556,1,0,0,1,1,0,0,0,8041-TMEID
0,1,0,4.174387269895637,1,1,0,0,0,0,0,0,0,3.258096538021482,0,1,0,1,1,0,0,0,3027-YNWZU
0,1,0,4.290459441148391,1,1,1,1,1,0,0,1,1,4.606669062111827,1,0,0,1,0,1,0,0,0742-LAFQK
0,0,0,3.8501476017100584,1,1,0,1,1,0,0,1,1,4.555454593742159,1,0,1,0,0,1,0,0,1370-GGAWX
0,0,0,4.007333185232471,1,1,0,1,1,1,1,1,0,4.719391330078114,1,0,0,0,0,1,0,0,9079-YEXQJ
0,0,0,1.9459101490553132,1,1,0,0,0,1,0,1,1,4.4880744141118445,1,0,0,0,0,0,0,0,9741-YLNTD
0,1,0,2.3978952727983707,1,1,1,0,0,0,0,0,1,4.371344786327021,1,0,0,0,1,0,0,0,5606-AMZBO
0,1,0,1.3862943611198906,1,0,0,0,0,0,0,0,1,3.0252910757955354,0,1,0,0,0,0,1,0,6184-DYUOB
0,1,1,4.110873864173311,1,0,0,0,0,0,0,0,0,3.070375816549757,0,1,0,1,0,0,1,0,7717-BICXI
0,0,0,3.367295829986474,1,0,0,0,1,1,0,1,0,4.5217885770490405,1,0,0,0,0,1,0,0,5213-TWWJU
0,0,0,4.04305126783455,1,0,0,1,1,1,1,1,1,4.416428061391214,0,0,0,1,1,0,0,0,5893-PYOLZ
0,0,0,1.6094379124341003,1,0,0,1,0,0,0,0,0,3.9454577815143836,0,0,0,0,1,0,0,0,2108-YKQTY
0,0,0,3.044522437723423,1,0,0,0,0,0,0,0,0,3.0204248861443626,0,1,1,0,0,0,1,0,2320-TZRRH
0,0,0,0.6931471805599453,1,0,0,0,0,1,0,0,1,3.9473901492654373,0,0,0,0,0,1,0,0,9637-EIHEQ
0,0,0,2.9444389791664403,1,0,0,0,0,0,0,0,0,3.0492730404820207,0,1,1,0,0,0,1,0,1133-KXCGE
1,0,0,2.302585092994046,1,1,0,0,1,0,1,0,1,4.511957804265912,1,0,0,0,0,1,0,0,6969-MVBAI
0,0,0,0.6931471805599453,1,0,0,0,0,0,1,1,1,4.505902184329423,1,0,0,0,0,1,0,0,0970-ETWGE
0,1,1,2.4849066497880004,1,1,0,0,0,0,0,0,1,4.3221439250725044,1,0,0,0,0,1,0,0,1867-BDVFH
0,1,0,4.2626798770413155,1,1,0,0,0,0,0,0,1,3.295836866004329,0,1,0,1,0,0,0,0,8207-VVMYB
0,1,0,4.290459441148391,1,1,1,1,1,1,1,1,0,4.535820107853298,0,0,0,1,1,0,0,0,3967-KXAPS
0,1,0,4.290459441148391,1,0,0,0,0,0,0,0,0,3.068052935133617,0,1,0,1,1,0,0,0,1927-QEWMY
1,1,0,3.1354942159291497,1,0,0,0,0,0,1,1,1,4.5081084731449605,1,0,0,0,0,0,0,0,1754-GKYPY
0,1,1,4.110873864173311,1,0,1,1,1,1,0,0,1,4.202451303547952,0,0,1,0,0,0,0,0,3161-ONRWK
0,1,1,3.58351893845611,1,0,0,0,0,0,0,0,0,3.039749158970765,0,1,1,0,0,1,0,0,2878-DHMIN
0,1,1,2.8903717578961645,1,0,0,0,0,0,0,0,0,3.079613757534693,0,1,1,0,0,0,1,0,9867-JCZSP
0,1,0,3.5263605246161616,1,0,0,0,0,0,1,1,0,4.524502282920636,1,0,0,0,0,1,0,0,8849-AYPTR
1,1,0,0.6931471805599453,1,1,0,0,0,0,0,0,0,4.321480134805848,1,0,0,0,0,1,0,0,8775-ERLNB
0,0,0,2.6390573296152584,0,0,0,0,1,0,1,1,0,3.9150185144079446,0,0,0,0,0,1,0,0,4581-LNWUM
0,1,1,4.204692619390966,1,1,0,0,1,0,1,0,1,4.163559631243574,0,0,0,1,0,0,0,0,1525-LNLOJ
0,1,1,4.290459441148391,1,1,0,0,0,0,0,0,0,3.2088254890146994,0,1,0,1,0,0,0,0,8165-ZJRNM
0,1,1,4.2626798770413155,0,0,1,0,1,1,1,1,0,4.102643365036796,0,0,0,1,0,0,0,0,1459-QNFQT
0,0,0,3.7376696182833684,1,1,0,1,1,0,1,1,1,4.675628649636653,1,0,0,0,0,1,0,0,0337-CNPZE
0,0,0,0.6931471805599453,1,0,0,0,0,0,0,0,1,4.2612704335380815,1,0,0,0,0,1,0,0,9804-ICWBG
0,1,0,4.02535169073515,1,1,1,0,0,0,1,0,1,4.508659285607248,1,0,0,0,0,0,0,0,0058-EVZWM
0,0,0,2.772588722239781,1,0,0,0,1,0,0,1,1,4.101816577060802,0,0,0,0,0,1,0,0,9474-PHLYD
0,0,0,2.3978952727983707,1,0,1,0,1,0,1,1,1,4.604169685654508,1,0,1,0,0,1,0,0,3587-PMCOY
1,0,0,3.044522437723423,1,1,0,0,0,0,0,1,1,4.463606621666305,1,0,0,0,1,0,0,0,2860-RANUS
1,0,0,1.0986122886681098,0,0,0,0,0,0,0,0,0,3.232778730037192,0,0,0,0,0,1,0,0,5482-PLVPE
0,0,0,3.7612001156935624,1,1,0,0,0,1,1,1,1,4.618086411254637,1,0,0,0,0,1,0,0,2800-QQUSO
0,1,0,3.6375861597263857,1,0,0,0,0,0,0,0,0,3.0204248861443626,0,1,0,0,0,0,0,0,2061-VVFST
0,1,0,2.0794415416798357,0,0,1,1,0,0,0,0,0,3.5610460826040513,0,0,0,0,0,0,1,0,1976-AZZPJ
0,1,1,3.871201010907891,1,0,0,0,0,0,0,0,0,3.0106208860477417,0,1,0,1,0,0,0,0,4742-TXUEX
0,1,0,4.290459441148391,1,1,0,0,0,0,0,0,1,3.2676659890376327,0,1,0,1,0,0,0,0,1926-QUZNN
0,0,0,0.6931471805599453,1,0,0,0,1,0,1,0,1,4.4607222816222185,1,0,0,0,1,0,0,0,0235-KGSLC
0,0,0,4.276666119016055,1,0,0,0,0,0,0,0,1,3.039749158970765,0,1,0,1,1,0,0,0,3973-SKMLN
0,1,0,3.5263605246161616,1,0,0,0,0,1,0,0,1,3.9598603348423063,0,0,1,0,0,0,1,0,0983-TATYJ
0,0,0,3.7376696182833684,1,1,1,0,0,0,0,0,1,4.410371107683024,1,0,0,0,1,0,0,0,2669-QVCRG
0,1,1,4.290459441148391,1,1,0,0,0,0,0,0,0,3.299533727885655,0,1,0,1,0,0,1,0,9838-BFCQT
0,1,1,4.127134385045092,1,1,0,1,0,0,1,1,1,4.606669062111827,1,0,0,0,0,1,0,0,0310-MVLET
0,0,1,2.833213344056216,1,1,1,1,0,0,0,1,1,4.249922794040544,0,0,0,0,0,1,0,0,3466-WAESX
0,1,1,3.6888794541139363,1,0,0,0,0,0,0,0,0,3.0325462466767075,0,1,0,1,0,0,1,0,5804-JMYIO
0,0,0,1.3862943611198906,1,0,0,0,0,0,0,0,0,3.0373539482448106,0,1,0,0,0,0,1,0,6776-TLWOI
0,0,0,0.6931471805599453,1,0,0,0,1,1,1,1,0,4.318820558770089,0,0,1,0,1,0,0,0,8985-OOPOS
0,1,1,4.04305126783455,1,0,1,1,1,0,0,0,1,4.131961425793407,0,0,0,1,1,0,0,0,5181-OABFK
1,0,0,3.8501476017100584,1,0,1,0,0,0,0,1,0,4.454347296253507,1,0,0,0,0,1,0,0,6769-DYBQN
0,0,0,3.5553480614894135,1,1,0,1,1,0,1,1,1,4.67609452432479,1,0,0,0,0,1,0,0,5380-WJKOV
1,1,0,3.784189633918261,1,1,0,1,0,1,1,0,1,4.557029810660157,1,0,0,0,0,1,0,0,5461-QKNTN
0,1,1,4.23410650459726,1,1,1,1,1,1,1,1,1,4.737513372975805,1,0,0,1,0,1,0,0,5271-YNWVR
0,1,0,4.290459441148391,1,1,1,0,1,1,1,1,1,4.71760561531788,1,0,0,1,1,0,0,0,9351-HXDMR
0,1,1,3.258096538021482,1,0,0,0,0,0,0,0,0,3.0469005601283903,0,1,1,0,0,0,1,0,7632-YUTXB
1,1,1,3.367295829986474,0,0,0,0,0,0,1,0,1,3.6082115510464816,0,0,0,0,0,1,0,0,5697-GOMBF
1,1,0,1.6094379124341003,1,1,0,0,0,0,1,0,1,4.433788569232471,1,0,0,0,0,1,0,0,6630-UJZMY
1,1,0,4.290459441148391,1,1,1,1,1,1,0,0,1,4.54382655574704,1,0,0,1,0,0,0,0,7322-OCWHC
1,1,0,2.3978952727983707,1,1,0,0,0,0,0,1,0,4.4607222816222185,1,0,0,0,0,1,0,0,3247-ZVOUO
1,1,0,4.007333185232471,1,1,0,0,1,0,1,1,1,4.605670061029742,1,0,0,0,1,0,0,0,5331-RGMTT
0,0,0,0.6931471805599453,1,0,0,0,0,0,0,0,1,3.8372994592322094,0,0,0,0,0,0,1,0,5692-FPTAH
0,1,1,3.1780538303479458,1,0,1,1,1,1,0,0,1,4.208417018481948,0,0,1,0,0,0,1,0,9330-DHBFL
0,1,1,2.4849066497880004,1,0,0,0,0,0,1,1,0,4.517431271680085,1,0,0,0,0,1,0,0,7928-VJYAB
0,0,0,1.9459101490553132,1,0,0,0,0,1,0,0,0,3.9328055446106744,0,0,0,0,0,0,1,0,9375-MHRRS
1,0,0,3.8501476017100584,1,1,0,0,1,1,0,1,1,4.249922794040544,0,0,1,0,1,0,0,0,4501-UYKBC
0,0,0,3.970291913552122,0,0,1,1,1,1,1,1,0,4.1728476237100445,0,0,0,1,1,0,0,0,6203-HBZPA
1,1,0,2.833213344056216,1,0,1,1,0,0,0,0,1,4.017283516085639,0,0,0,0,0,0,0,0,7130-CTCUS
0,0,0,3.9889840465642745,1,0,0,1,1,1,0,1,1,4.558602550171757,1,0,1,0,1,0,0,0,0440-UEDAI
0,1,0,1.0986122886681098,1,0,0,0,0,1,1,1,1,4.55597994179732,1,0,0,0,0,1,0,0,7218-HKQFK
0,0,0,3.295836866004329,1,1,0,0,0,0,0,1,1,4.442062848117941,1,0,0,0,0,1,0,0,3223-WZWJM
1,0,0,3.5553480614894135,1,1,0,1,0,1,1,0,1,4.578312731818208,1,0,0,0,0,1,0,0,9508-ILZDG
0,1,1,4.23410650459726,1,1,1,1,1,1,1,1,1,4.751000634199631,1,0,0,1,0,0,0,0,6445-TNRXS
0,0,0,1.3862943611198906,1,0,0,0,0,0,0,0,1,4.264790324535862,1,0,0,0,0,1,0,0,6077-BDPXA
0,1,1,3.258096538021482,1,0,0,0,0,0,0,0,1,2.9806186357439426,0,1,0,1,0,0,1,0,9945-PSVIP
0,1,0,2.302585092994046,1,0,0,0,0,0,0,1,1,4.391357962102766,1,0,0,0,0,1,0,0,7363-QTBIW
0,0,0,3.58351893845611,1,1,0,0,1,1,1,0,0,4.56954300834494,1,0,0,0,0,1,0,0,5302-BDJNT
0,0,0,3.044522437723423,1,0,1,1,1,1,1,1,1,4.693181063310805,1,0,0,0,0,0,0,0,4329-YPDDQ
0,0,1,0.6931471805599453,1,0,0,0,0,1,0,0,1,3.929862923556477,0,0,0,0,0,0,1,0,7623-TRNQN
0,0,0,0.6931471805599453,1,0,0,0,0,0,0,0,0,3.070375816549757,0,1,0,0,0,1,0,0,7893-IXHRQ
1,1,0,4.1588830833596715,0,0,1,0,0,1,0,0,0,3.6136169696133895,0,0,1,0,0,0,0,0,0230-UBYPQ
0,0,0,0.6931471805599453,1,0,0,1,0,0,0,0,0,3.9308447596687337,0,0,0,0,0,1,0,0,1471-GIQKQ
0,1,1,3.6888794541139363,1,0,0,0,1,0,1,0,1,4.108411819433536,0,0,0,0,0,0,1,0,8033-ATFAS
0,0,0,2.772588722239781,1,1,1,0,1,0,0,0,1,4.4467604492404496,1,0,0,0,1,0,0,0,5609-IMCGG
0,0,0,2.6390573296152584,0,0,0,1,0,0,0,0,1,3.467297183366679,0,0,0,0,0,1,0,0,8718-PTMEZ
0,1,0,3.8918202981106265,1,0,0,1,1,0,0,1,1,4.199455046624718,0,0,1,0,0,1,0,0,9114-AAFQH
1,1,0,4.290459441148391,1,1,1,1,1,1,1,1,1,4.752296250878385,1,0,0,1,0,0,0,0,2388-LAESQ
1,1,0,3.2188758248682006,0,0,0,0,1,0,0,1,1,3.7293013686128518,0,0,0,0,1,0,0,0,9381-NDKME
0,0,0,0.6931471805599453,1,0,0,0,0,0,0,0,0,3.0633909220278057,0,1,0,0,0,0,1,0,1963-VAUKV
0,0,0,4.060443010546419,1,1,1,1,0,1,0,0,1,4.4835673642288425,1,0,0,0,0,0,0,0,5240-CAOYT
0,0,0,2.3978952727983707,0,0,1,0,0,0,0,0,0,3.4258899942525267,0,0,0,0,0,0,1,0,6713-OKOMC
0,1,1,2.1972245773362196,1,0,0,0,0,0,0,0,0,3.039749158970765,0,1,1,0,1,0,0,0,7677-SJJJK
0,1,1,3.6888794541139363,1,1,0,0,1,0,1,1,0,4.61512051684126,1,0,1,0,0,1,0,0,0327-WFZSY
0,0,0,3.4657359027997265,1,1,0,1,0,1,1,0,1,4.277360322445531,0,0,0,0,0,1,0,0,5136-RGMZO
1,1,0,3.9318256327243257,1,1,0,0,0,0,0,0,0,3.265759410767051,0,1,1,0,0,1,0,0,0023-UYUPN
0,0,0,2.9444389791664403,0,0,0,0,0,0,0,0,0,3.263849190510932,0,0,0,0,0,0,1,0,4819-HJPIW
0,1,1,2.833213344056216,1,0,1,0,1,0,1,1,0,4.622027303054514,1,0,0,0,0,0,0,0,0265-PSUAE
0,0,0,3.4657359027997265,1,1,0,1,0,0,0,0,1,4.408546844483277,1,0,0,0,0,1,0,0,5650-YLIBA
0,0,1,2.995732273553991,1,0,0,0,0,1,0,0,0,3.9080149840306073,0,0,0,0,0,0,1,0,0997-YTLNY
0,0,0,0.6931471805599453,1,0,0,0,0,0,0,0,1,4.272490747605575,1,0,0,0,0,0,1,0,5032-MIYKT
0,0,1,2.995732273553991,1,0,0,0,0,0,0,0,0,3.084200921541599,0,1,0,1,1,0,0,0,3978-YNKDD
0,0,0,4.127134385045092,1,1,1,0,1,0,1,1,0,4.653960350157523,1,0,1,0,0,1,0,0,2252-JHJGE
0,0,0,3.1354942159291497,1,1,0,0,0,0,1,0,1,4.444414407108697,1,0,0,0,0,0,0,0,9167-APMXZ
0,1,0,4.2626798770413155,1,0,1,1,1,1,0,0,0,4.188896879163323,0,0,0,1,1,0,0,0,8590-YFFQO
0,0,0,1.3862943611198906,1,1,0,0,0,0,0,0,1,4.330075229041782,1,0,0,0,0,1,0,0,4090-KPJIP
1,0,0,4.04305126783455,1,1,0,1,1,1,1,1,1,4.726945242914012,1,0,1,0,0,1,0,0,6664-FPDAC
1,0,0,3.1354942159291497,1,1,0,0,0,1,1,0,1,4.516338972281476,1,0,0,0,0,0,0,0,6284-AHOOQ
0,0,0,1.3862943611198906,1,0,0,0,1,1,1,0,1,4.50920979484218,1,0,0,0,0,0,1,0,7952-OBOYL
0,1,1,2.302585092994046,1,0,0,0,0,1,0,0,1,4.341855469984605,1,0,0,0,0,1,0,0,5022-JNQEQ
0,1,1,3.4657359027997265,1,1,0,1,0,0,0,1,1,4.523417684115833,1,0,0,0,0,1,0,0,8714-EUHJO
0,1,1,3.871201010907891,0,0,1,0,1,1,0,0,0,3.720862499966987,0,0,1,0,0,1,0,0,1929-ZCBHE
